city,state,zip,members,latitude,longitude
Jackson,MI,49203,9,42.227536,-84.40913
Adrian,MI,49221,9,41.900927,-84.04585
Big Rapids,MI,49307,9,43.697651,-85.47815
Morley,MI,49336,9,43.494361,-85.43184
Bourbon,MO,65441,9,38.126316,-91.20688
Lincoln,NE,68505,9,40.82655,-96.62564
North Little Rock,AR,72019,9,34.804791,-92.28925
Cabot,AR,72023,9,34.967043,-92.03537
Oklahoma City,OK,73159,9,35.386411,-97.55731
Winnsboro,TX,75494,9,32.922912,-95.28299
Fort Worth,TX,76111,9,32.778479,-97.30099
Houston,TX,77053,9,29.596666,-95.45981
Houston,TX,77060,9,29.933367,-95.39916
Houston,TX,77067,9,29.952354,-95.45065
Edinburg,TX,78542,9,26.35,-98.11
Caldwell,ID,83605,9,43.658834,-116.67755
Boise,ID,83704,9,43.63123,-116.28716
Stafford Springs,CT,6076,8,41.979871,-72.27863
Magnolia,DE,19962,8,39.06517,-75.49858
Middletown,DE,19709,8,39.479602,-75.6932
Ellendale,DE,19941,8,38.80136,-75.42595
Natchez,MS,39120,8,31.535545,-91.35434
Antrim,NH,3440,8,43.060424,-71.95068
Berlin,NH,3570,8,44.463337,-71.19092
Walpole,NH,3608,8,43.075411,-72.41902
Belgrade,ME,4917,8,44.493133,-69.83348
Plainville,CT,6062,8,41.671548,-72.86294
Brooklyn,CT,6234,8,41.782474,-71.95989
Waterbury,CT,6705,8,41.54903,-72.99861
Rochester,NY,14623,8,43.087613,-77.6352
Dushore,PA,18614,8,41.501249,-76.38889
Towanda,PA,18848,8,41.762543,-76.45298
Jamison,PA,18929,8,40.256648,-75.09357
Quakertown,PA,18951,8,40.445203,-75.34838
Souderton,PA,18964,8,40.305176,-75.325
Philadelphia,PA,19152,8,40.059611,-75.04837
Lexington Park,MD,20653,8,38.234838,-76.44889
Capitol Heights,MD,20743,8,38.886812,-76.90645
Fort Washington,MD,20744,8,38.756347,-76.99034
Silver Spring,MD,20902,8,39.040759,-77.04876
Hurlock,MD,21643,8,38.641666,-75.86418
Gloucester,VA,23061,8,37.414991,-76.52959
Christiansburg,VA,24073,8,37.136013,-80.41222
Pulaski,VA,24301,8,37.053297,-80.7728
Independence,VA,24348,8,36.626454,-81.16554
Madison Heights,VA,24572,8,37.461272,-79.09364
Lewisburg,WV,24901,8,37.80848,-80.44493
Ronceverte,WV,24970,8,37.742719,-80.47151
Paw Paw,WV,25434,8,39.500633,-78.43726
Fort Gay,WV,25514,8,38.101664,-82.5456
Logan,WV,25601,8,37.833826,-82.00011
Parsons,WV,26287,8,39.141165,-79.67466
Morgantown,WV,26508,8,39.61098,-79.89947
Kingwood,WV,26537,8,39.472924,-79.69873
Lewisville,NC,27023,8,36.097767,-80.42715
Winston Salem,NC,27106,8,36.141395,-80.3137
Ramseur,NC,27316,8,35.711954,-79.63723
Robbins,NC,27325,8,35.447663,-79.57555
Benson,NC,27504,8,35.390431,-78.53155
Clayton,NC,27527,8,35.63,-78.36
Henderson,NC,27537,8,36.33705,-78.387374
Davidson,NC,28036,8,35.490772,-80.82576
Stanfield,NC,28163,8,35.245048,-80.4163
Charlotte,NC,28205,8,35.222406,-80.79221
Faison,NC,28341,8,35.119076,-78.16439
Tabor City,NC,28463,8,34.12483,-78.82187
Hickory,NC,28602,8,35.70701,-81.3534
Ferguson,NC,28624,8,36.110425,-81.42262
Moravian Falls,NC,28654,8,36.073489,-81.16056
Cullowhee,NC,28723,8,35.256241,-83.14464
Whittier,NC,28789,8,35.418018,-83.30887
Hendersonville,NC,28792,8,35.353837,-82.41625
Mullins,SC,29574,8,34.194685,-79.25775
Anderson,SC,29621,8,34.523657,-82.62509
Starr,SC,29684,8,34.376689,-82.71772
Cochran,GA,31014,8,32.397039,-83.3404
Homerville,GA,31634,8,31.062818,-82.72399
Port Orange,FL,32128,8,29.080251,-81.045962
Edgewater,FL,32141,8,28.944915,-80.89524
Jacksonville,FL,32210,8,30.268572,-81.73987
Lake Worth,FL,33463,8,26.609226,-80.12874
Brandon,FL,33510,8,27.953801,-82.29748
Plant City,FL,33563,8,28.016971,-82.128584
Labelle,FL,33935,8,26.760476,-81.43029
Brooksville,FL,34609,8,28.475662,-82.50199
Goodwater,AL,35072,8,33.089342,-86.04682
Greenville,AL,36037,8,31.8007,-86.60591
Opelika,AL,36804,8,32.556296,-85.33465
Hixson,TN,37343,8,35.167987,-85.21158
Hustonville,KY,40437,8,37.431549,-84.81256
Waynesburg,KY,40489,8,37.351221,-84.62099
Barbourville,KY,40906,8,36.853913,-83.88501
Erlanger,KY,41018,8,39.013755,-84.60229
Mount Vernon,OH,43050,8,40.385636,-82.48254
Thornville,OH,43076,8,39.909915,-82.41013
Marion,OH,43302,8,40.589747,-83.12173
Frazeysburg,OH,43822,8,40.161484,-82.16324
Nashport,OH,43830,8,40.063886,-82.15977
Warsaw,OH,43844,8,40.33503,-82.04314
Saint Clairsville,OH,43950,8,40.086725,-80.90826
Wellsville,OH,43968,8,40.621521,-80.66843
Kent,OH,44240,8,41.148756,-81.35302
Canton,OH,44708,8,40.810931,-81.42142
Fairfield,OH,45014,8,39.330356,-84.55277
McArthur,OH,45651,8,39.267049,-82.46415
South Point,OH,45680,8,38.438617,-82.55774
Wheelersburg,OH,45694,8,38.729816,-82.8004
Athens,OH,45701,8,39.322847,-82.09728
Marietta,OH,45750,8,39.426551,-81.44373
Lawrenceburg,IN,47025,8,39.129059,-84.85887
Lake,MI,48632,8,43.864435,-85.00864
Riverdale,MI,48877,8,43.403224,-84.84062
Battle Creek,MI,49015,8,42.30244,-85.22294
Kingsford,MI,49802,8,45.800687,-88.08323
Marshalltown,IA,50158,8,42.042506,-92.90646
Spirit Lake,IA,51360,8,43.428983,-95.10892
Waukon,IA,52172,8,43.265791,-91.47755
Rockford,IL,61109,8,42.213439,-89.05595
Poplar Bluff,MO,63901,8,36.759357,-90.41689
Camdenton,MO,65020,8,38.032648,-92.78269
Wheatland,MO,65779,8,37.939779,-93.38237
Pomona,KS,66076,8,38.612869,-95.44709
Winnsboro,LA,71295,8,32.156791,-91.72874
Clinton,AR,72031,8,35.586064,-92.48355
Everton,AR,72633,8,36.150276,-92.89576
Blanchard,OK,73010,8,35.118392,-97.66381
Seminole,OK,74868,8,35.249655,-96.65915
Dallas,TX,75228,8,32.825227,-96.67955
Midlothian,TX,76065,8,32.484094,-96.98672
Houston,TX,77035,8,29.654108,-95.47692
Houston,TX,77076,8,29.858525,-95.38178
Houston,TX,77083,8,29.691714,-95.64978
Houston,TX,77093,8,29.862024,-95.33967
Houston,TX,77099,8,29.668489,-95.5869
Huntsville,TX,77340,8,30.680641,-95.50776
Aurora,CO,80017,8,39.695269,-104.78439
Alamosa,CO,81101,8,37.471802,-105.83471
Fruitland,ID,83619,8,44.002031,-116.91129
Payette,ID,83661,8,44.079947,-116.89433
Fort Mohave,AZ,86426,8,35.013495,-114.58524
Jewett City,CT,6351,7,41.604341,-71.97599
Stonewall,LA,71078,7,32.278422,-93.79469
Frederica,DE,19946,7,39.037803,-75.46634
Carriere,MS,39426,7,30.641521,-89.65929
Houston,DE,19954,7,38.909621,-75.51264
Clayton,DE,19938,7,39.265066,-75.6807
Putnam,CT,6260,7,41.913816,-71.88434
Lehigh Acres,FL,33972,7,26.634332,-81.59391
Newton,MS,39345,7,32.317298,-89.14483
Denver,CO,80239,7,39.788236,-104.83034
Reno,NV,89506,7,39.659801,-119.87918
Westfield,MA,1085,7,42.133642,-72.75029
Springfield,MA,1104,7,42.130343,-72.57338
Pittsfield,MA,1201,7,42.45384,-73.254
North Stratford,NH,3590,7,44.719769,-71.59395
Farmington,NH,3835,7,43.395688,-71.06217
Gardiner,ME,4345,7,44.211491,-69.80866
Tolland,CT,6084,7,41.87688,-72.36806
East Hartford,CT,6108,7,41.778316,-72.62313
East Haven,CT,6512,7,41.276497,-72.87412
Bridgeport,CT,6606,7,41.209496,-73.20771
Lock Haven,PA,17745,7,41.146432,-77.42658
Telford,PA,18969,7,40.32635,-75.34589
Levittown,PA,19056,7,40.151509,-74.88576
Springfield,PA,19064,7,39.929511,-75.33562
Philadelphia,PA,19111,7,40.057661,-75.08018
King Of Prussia,PA,19406,7,40.092941,-75.37525
Newark,DE,19711,7,39.700561,-75.7431
Lothian,MD,20711,7,38.80884,-76.67236
Oxon Hill,MD,20745,7,38.80758,-76.99193
Hyattsville,MD,20782,7,38.96401,-76.96139
Rockville,MD,20853,7,39.087409,-77.0944
Essex,MD,21221,7,39.307737,-76.45171
Halethorpe,MD,21227,7,39.241957,-76.67712
Fredericksburg,VA,22405,7,38.317636,-77.43297
Woodstock,VA,22664,7,38.881558,-78.51586
Luray,VA,22835,7,38.665615,-78.45621
Williamsburg,VA,23188,7,37.322936,-76.75793
Richmond,VA,23234,7,37.457341,-77.4658
Chester,VA,23831,7,37.350999,-77.43959
Ridgeway,VA,24148,7,36.595224,-79.87353
Coeburn,VA,24230,7,36.952634,-82.46657
Duffield,VA,24244,7,36.70122,-82.79538
Jolo,WV,24850,7,37.312239,-81.82478
Oceana,WV,24870,7,37.69629,-81.60845
Saint Albans,WV,25177,7,38.378841,-81.82633
Martinsburg,WV,25404,7,39.4639177,-77.9398167
Dunlow,WV,25511,7,38.011587,-82.38072
Genoa,WV,25517,7,38.116605,-82.46238
Man,WV,25635,7,37.729265,-81.87853
Craigsville,WV,26205,7,38.330842,-80.64803
Cairo,WV,26337,7,39.228729,-81.16135
Grafton,WV,26354,7,39.343418,-80.02665
Ireland,WV,26376,7,38.766855,-80.46172
High Point,NC,27262,7,35.964586,-80.02239
High Point,NC,27263,7,35.914548,-79.96062
Hillsborough,NC,27278,7,36.079726,-79.09459
Stokesdale,NC,27357,7,36.252154,-79.97548
Garner,NC,27529,7,35.679194,-78.60246
Hurdle Mills,NC,27541,7,36.264894,-79.08338
Middlesex,NC,27557,7,35.777862,-78.19889
Rougemont,NC,27572,7,36.238956,-78.88293
Rocky Mount,NC,27804,7,35.973773,-77.82694
Bostic,NC,28018,7,35.441168,-81.7995
Lowell,NC,28098,7,35.267234,-81.09942
Stanley,NC,28164,7,35.377576,-81.07238
Fairmont,NC,28340,7,34.476857,-79.13005
Warsaw,NC,28398,7,34.993016,-78.08407
Connellys Springs,NC,28612,7,35.693787,-81.51726
Candler,NC,28715,7,35.529895,-82.70449
Mills River,NC,28759,7,35.379881,-82.5681605
Andrews,NC,28901,7,35.202178,-83.81695
Spartanburg,SC,29307,7,34.982424,-81.85729
Campobello,SC,29322,7,35.109207,-82.141
Gaffney,SC,29340,7,35.03653,-81.62497
Greenville,SC,29617,7,34.897829,-82.447
Fort Mill,SC,29708,7,35.040969,-80.99427
Saint Augustine,FL,32086,7,29.811123,-81.30987
Crescent City,FL,32112,7,29.425693,-81.55686
Daytona Beach,FL,32117,7,29.238606,-81.05316
Mount Pleasant,FL,32352,7,30.665715,-84.75363
Gainesville,FL,32609,7,29.713911,-82.29591
Oviedo,FL,32765,7,28.656375,-81.21026
Orlando,FL,32825,7,28.543248,-81.2456
Vero Beach,FL,32962,7,27.582151,-80.39141
Hollywood,FL,33020,7,26.016984,-80.14925
Hollywood,FL,33023,7,25.989119,-80.21318
Hollywood,FL,33024,7,26.023567,-80.23851
Pompano Beach,FL,33060,7,26.232009,-80.12211
Fort Lauderdale,FL,33311,7,26.13883,-80.16865
Lake Worth,FL,33461,7,26.621145,-80.08976
Bushnell,FL,33513,7,28.663132,-82.14042
Dade City,FL,33523,7,28.433019,-82.19736
Citrus Ridge,FL,33897,7,28.310679,-81.670264
Fort Myers,FL,33905,7,26.680407,-81.74812
Port Charlotte,FL,33952,7,26.993876,-82.09821
Crystal River,FL,34428,7,28.95138,-82.61213
Groveland,FL,34736,7,28.571677,-81.86649
Port Saint Lucie,FL,34983,7,27.312471,-80.34907
Alpine,AL,35014,7,33.35596,-86.2772
Helena,AL,35080,7,33.280625,-86.88411
Jasper,AL,35501,7,33.828412,-87.27632
Jasper,AL,35503,7,33.907546,-87.29957
Boaz,AL,35957,7,34.203621,-86.1728
Anniston,AL,36203,7,33.591301,-85.83571
Heflin,AL,36264,7,33.613541,-85.55457
Lineville,AL,36266,7,33.328958,-85.72073
Weaver,AL,36277,7,33.754308,-85.81991
Dothan,AL,36301,7,31.180076,-85.4045
Daphne,AL,36526,7,30.620594,-87.88312
Mobile,AL,36619,7,30.586808,-88.18552
Chuckey,TN,37641,7,36.21503,-82.6744
Rogersville,TN,37857,7,36.413437,-82.96804
Surgoinsville,TN,37873,7,36.51276,-82.83526
London,KY,40744,7,37.060576,-84.071
Raccoon,KY,41557,7,37.514166,-82.43625
Lancaster,OH,43130,7,39.712887,-82.61216
Newcomerstown,OH,43832,7,40.277376,-81.59662
Port Washington,OH,43837,7,40.314481,-81.49751
Hammondsville,OH,43930,7,40.566375,-80.76929
Vermilion,OH,44089,7,41.407845,-82.3648
Cleveland,OH,44109,7,41.448951,-81.70342
Ravenna,OH,44266,7,41.159224,-81.23143
Akron,OH,44312,7,41.034156,-81.43944
Norwalk,OH,44857,7,41.236357,-82.60185
Cincinnati,OH,45238,7,39.112169,-84.60849
Cincinnati,OH,45240,7,39.284806,-84.52941
Cincinnati,OH,45241,7,39.276271,-84.39324
Dayton,OH,45424,7,39.840308,-84.12227
Lynx,OH,45650,7,38.746506,-83.40878
Minford,OH,45653,7,38.877777,-82.84096
Pedro,OH,45659,7,38.67484,-82.61865
Kendallville,IN,46755,7,41.449897,-85.26765
Fort Wayne,IN,46818,7,41.148298,-85.22159
Marion,IN,46952,7,40.58119,-85.66324
Brazil,IN,47834,7,39.52503,-87.12738
Bay City,MI,48708,7,43.583323,-83.87869
Twining,MI,48766,7,44.127342,-83.84369
Belding,MI,48809,7,43.085313,-85.24478
Ithaca,MI,48847,7,43.269967,-84.59181
Mount Pleasant,MI,48858,7,43.60616,-84.78306
Paw Paw,MI,49079,7,42.22514,-85.90002
Fremont,MI,49412,7,43.464943,-85.95005
Holton,MI,49425,7,43.443787,-86.10895
Farmington,MN,55024,7,44.649263,-93.15222
Rapid City,SD,57701,7,44.085288,-103.21335
Plainfield,IL,60586,7,41.57,-88.24
Owensville,MO,65066,7,38.33895,-91.49522
Columbia,MO,65202,7,39.00234,-92.30033
Omaha,NE,68104,7,41.292445,-96.0006
Omaha,NE,68105,7,41.240854,-95.96383
Albany,LA,70711,7,30.508318,-90.58546
Texarkana,AR,71854,7,33.428618,-93.99236
Austin,AR,72007,7,34.998573,-91.98417
Shirley,AR,72153,7,35.619538,-92.32589
Ward,AR,72176,7,35.008529,-91.92244
Atkins,AR,72823,7,35.261843,-92.90795
Mustang,OK,73064,7,35.388059,-97.73626
Oklahoma City,OK,73127,7,35.481507,-97.6423
Oklahoma City,OK,73160,7,35.34377,-97.48596
Tulsa,OK,74127,7,36.160341,-96.03435
Houston,TX,77088,7,29.879213,-95.45028
Houston,TX,77089,7,29.589831,-95.22251
Rosharon,TX,77583,7,29.429256,-95.45332
Silsbee,TX,77656,7,30.390569,-94.18056
Harlingen,TX,78550,7,26.206602,-97.68776
San Benito,TX,78586,7,26.111261,-97.63519
Monte Vista,CO,81144,7,37.569501,-106.14946
Clifton,CO,81520,7,39.085981,-108.44444
Phoenix,AZ,85035,7,33.472492,-112.1875
Chino Hills,CA,91709,7,33.975267,-117.72305
Bossier City,LA,71112,6,32.478752,-93.6704
Gulfport,MS,39503,6,30.461786,-89.10381
Danielson,CT,6239,6,41.799111,-71.87594
Greensboro,MD,21639,6,38.971566,-75.80107
Carpentersville,IL,60110,6,42.121188,-88.27227
Olathe,KS,66061,6,38.889784,-94.85558
Longview,TX,75604,6,32.523779,-94.80692
Chicopee,MA,1013,6,42.161492,-72.60316
Marlow,NH,3456,6,43.125523,-72.21382
Alton,NH,3809,6,43.478364,-71.22377
Rochester,NH,3867,6,43.304163,-70.99816
Seabrook,NH,3874,6,42.88439,-70.85466
Waterville,ME,4901,6,44.554965,-69.61297
Rutland,VT,5701,6,43.617302,-72.96325
Newport,VT,5855,6,44.936237,-72.19921
Windsor,CT,6095,6,41.857303,-72.66654
Hampton,CT,6247,6,41.767929,-72.06127
Windham,CT,6280,6,41.697765,-72.14671
Meriden,CT,6450,6,41.532048,-72.78145
New Haven,CT,6513,6,41.315797,-72.8803
Holtsville,NY,11742,6,40.810606,-73.04036
Massapequa,NY,11758,6,40.68085,-73.46289
Wappingers Falls,NY,12590,6,41.59466,-73.89579
Dunbar,PA,15431,6,39.968368,-79.61815
Du Bois,PA,15801,6,41.125563,-78.74648
Clearfield,PA,16830,6,41.026239,-78.43838
Elizabethtown,PA,17022,6,40.160793,-76.60763
Mercersburg,PA,17236,6,39.793293,-77.92889
Lancaster,PA,17601,6,40.072246,-76.3155
Carbondale,PA,18407,6,41.583517,-75.51015
Lake Ariel,PA,18436,6,41.426197,-75.39395
Doylestown,PA,18901,6,40.317473,-75.12854
New Hope,PA,18938,6,40.354735,-74.99319
Philadelphia,PA,19121,6,39.981062,-75.1745
Philadelphia,PA,19136,6,40.041111,-75.02644
Philadelphia,PA,19149,6,40.037711,-75.06658
Norristown,PA,19401,6,40.123708,-75.33843
Harleysville,PA,19438,6,40.270424,-75.38569
Hatfield,PA,19440,6,40.278294,-75.29479
Schwenksville,PA,19473,6,40.257069,-75.47097
Manassas,VA,20110,6,38.752269,-77.47694
Sterling,VA,20164,6,39.011909,-77.39295
Herndon,VA,20170,6,38.977109,-77.38527
Bladensburg,MD,20710,6,38.941428,-76.93005
Clinton,MD,20735,6,38.753264,-76.89913
Gaithersburg,MD,20877,6,39.13975,-77.18568
Silver Spring,MD,20903,6,39.014009,-76.98199
Glen Burnie,MD,21060,6,39.162225,-76.59444
Owings Mills,MD,21117,6,39.419105,-76.78388
Middle River,MD,21220,6,39.337798,-76.41533
Brooklyn,MD,21225,6,39.229507,-76.61203
Baltimore,MD,21230,6,39.273107,-76.62613
Annapolis,MD,21403,6,38.946462,-76.48358
Millington,MD,21651,6,39.254014,-75.86239
Pittsville,MD,21850,6,38.377713,-75.39747
Delmar,MD,21875,6,38.446894,-75.56365
Bentonville,VA,22610,6,38.822506,-78.27368
Midlothian,VA,23112,6,37.427988,-77.64868
Richmond,VA,23225,6,37.51918,-77.49851
Richmond,VA,23228,6,37.621745,-77.48896
Newport News,VA,23608,6,37.151315,-76.54812
Hampton,VA,23666,6,37.050946,-76.40711
Burkeville,VA,23922,6,37.191053,-78.2117
New Castle,VA,24127,6,37.505033,-80.17302
Rocky Mount,VA,24151,6,36.980013,-79.88027
Salem,VA,24153,6,37.288807,-80.07821
Willis,VA,24380,6,36.853525,-80.52024
Appomattox,VA,24522,6,37.374688,-78.80585
Concord,VA,24538,6,37.343394,-78.96433
Halifax,VA,24558,6,36.774635,-78.93426
Rock,WV,24747,6,37.394221,-81.21868
Wayside,WV,24985,6,37.597231,-80.74638
Clay,WV,25043,6,38.46791,-81.0082
Clendenin,WV,25045,6,38.464079,-81.33836
Foster,WV,25081,6,38.092103,-81.75855
Hamlin,WV,25523,6,38.280976,-82.08584
Lavalette,WV,25535,6,38.30329,-82.44551
Delbarton,WV,25670,6,37.705946,-82.14416
Dingess,WV,25671,6,37.863118,-82.21671
Huntington,WV,25702,6,38.431116,-82.37019
Huntington,WV,25705,6,38.410745,-82.36995
Fayetteville,WV,25840,6,38.059415,-81.11208
Oak Hill,WV,25901,6,37.982775,-81.14533
Walker,WV,26180,6,39.179485,-81.37836
French Creek,WV,26218,6,38.857567,-80.27872
Sutton,WV,26601,6,38.641439,-80.67497
Gassaway,WV,26624,6,38.704457,-80.79366
Ridgeley,WV,26753,6,39.579717,-78.78539
Terra Alta,WV,26764,6,39.454805,-79.54326
Clemmons,NC,27012,6,36.027101,-80.39312
Winston Salem,NC,27105,6,36.147887,-80.23423
Denton,NC,27239,6,35.618434,-80.10517
Liberty,NC,27298,6,35.884276,-79.56809
Sophia,NC,27350,6,35.808395,-79.90244
Summerfield,NC,27358,6,36.209976,-79.88921
Greensboro,NC,27410,6,36.116854,-79.88291
Goldsboro,NC,27530,6,35.384344,-78.00893
Lillington,NC,27546,6,35.396654,-78.83852
Oxford,NC,27565,6,36.340501,-78.61595
Raleigh,NC,27610,6,35.767829,-78.5861
Ellenboro,NC,28040,6,35.346886,-81.75621
Iron Station,NC,28080,6,35.454565,-81.12368
Salisbury,NC,28144,6,35.679639,-80.46645
Waxhaw,NC,28173,6,34.929433,-80.73061
Wingate,NC,28174,6,34.981605,-80.44305
Charlotte,NC,28212,6,35.189544,-80.74742
Charlotte,NC,28277,6,35.054546,-80.81792
Bladenboro,NC,28320,6,34.552642,-78.78102
Carthage,NC,28327,6,35.319639,-79.40248
Clinton,NC,28328,6,35.000056,-78.33424
Lumberton,NC,28360,6,34.659575,-79.06282
Pinehurst,NC,28374,6,35.195417,-79.46496
Rockingham,NC,28379,6,34.937078,-79.7605
Bolivia,NC,28422,6,34.006479,-78.19035
Nakina,NC,28455,6,34.11045,-78.6608
Kinston,NC,28504,6,35.264739,-77.62481
New Bern,NC,28562,6,35.091472,-77.09936
Glade Valley,NC,28627,6,36.445484,-81.0081
Hiddenite,NC,28636,6,35.928486,-81.07441
Black Mountain,NC,28711,6,35.605146,-82.31665
Maggie Valley,NC,28785,6,35.569047,-83.009416
Asheville,NC,28804,6,35.635844,-82.55992
Laurens,SC,29360,6,34.503167,-82.02271
Greenwood,SC,29649,6,34.225872,-82.15614
Iva,SC,29655,6,34.299215,-82.63812
Chester,SC,29706,6,34.720597,-81.21429
Cornelia,GA,30531,6,34.514215,-83.54118
Winder,GA,30680,6,33.992538,-83.71061
Lakeland,GA,31635,6,31.055578,-83.07103
Branford,FL,32008,6,29.928691,-82.91032
Green Cove Springs,FL,32043,6,29.97289,-81.72195
Lee,FL,32059,6,30.421598,-83.27037
Daytona Beach,FL,32127,6,29.116361,-80.98175
Jacksonville,FL,32258,6,30.148209,-81.56882
Jacksonville,FL,32259,6,30.092346,-81.60274
Crawfordville,FL,32327,6,30.194939,-84.35533
Pinetta,FL,32350,6,30.594145,-83.32545
Westville,FL,32464,6,30.892936,-85.93988
Milton,FL,32570,6,30.70969,-87.01098
Bell,FL,32619,6,29.764553,-82.87062
Waldo,FL,32694,6,29.789597,-82.1621
Eustis,FL,32726,6,28.850617,-81.68034
Sanford,FL,32771,6,28.803979,-81.28761
West Palm Beach,FL,33411,6,26.719596,-80.22077
Boynton Beach,FL,33426,6,26.529581,-80.08226
Lake Worth,FL,33460,6,26.619695,-80.05676
Avon Park,FL,33825,6,27.60047,-81.50932
Lake Placid,FL,33852,6,27.293327,-81.38206
Punta Gorda,FL,33982,6,26.958821,-81.95134
North Port,FL,34286,6,27.072445,-82.1606
Dunnellon,FL,34431,6,29.131665,-82.49726
Inverness,FL,34452,6,28.793722,-82.35021
Inverness,FL,34453,6,28.865761,-82.35982
Beverly Hills,FL,34465,6,28.932403,-82.47641
Brooksville,FL,34614,6,28.632101,-82.52181
Clermont,FL,34711,6,28.545742,-81.74805
Stuart,FL,34997,6,27.136003,-80.21686
Blountsville,AL,35031,6,34.111425,-86.5338
Bremen,AL,35033,6,33.952939,-87.02889
Cullman,AL,35057,6,34.139198,-86.92449
Odenville,AL,35120,6,33.668341,-86.43641
Oneonta,AL,35121,6,33.944897,-86.45813
Weogufka,AL,35183,6,33.016558,-86.33936
Boaz,AL,35956,6,34.155318,-86.13237
Billingsley,AL,36006,6,32.65279,-86.7143
Piedmont,AL,36272,6,33.948018,-85.61491
Maplesville,AL,36750,6,32.789726,-86.8496
Greeneville,TN,37745,6,36.229928,-82.81406
Newport,TN,37821,6,35.963276,-83.20116
Florence,KY,41042,6,38.983853,-84.64401
Catlettsburg,KY,41129,6,38.360669,-82.61836
Greenup,KY,41144,6,38.552472,-82.86514
Olive Hill,KY,41164,6,38.292177,-83.18381
Beaver Dam,KY,42320,6,37.377266,-86.88364
Dawson Springs,KY,42408,6,37.183465,-87.68413
Gibsonburg,OH,43431,6,41.390878,-83.32313
Maumee,OH,43537,6,41.576992,-83.672
Toledo,OH,43623,6,41.707649,-83.64363
Cambridge,OH,43725,6,40.025859,-81.59243
Hopewell,OH,43746,6,39.966135,-82.18376
Fresno,OH,43824,6,40.357857,-81.75288
Cleveland,OH,44102,6,41.473451,-81.7358
Cleveland,OH,44111,6,41.459399,-81.78174
Stow,OH,44224,6,41.174256,-81.43744
West Salem,OH,44287,6,40.957955,-82.12114
East Palestine,OH,44413,6,40.838456,-80.54601
Carrollton,OH,44615,6,40.568568,-81.08187
Millersburg,OH,44654,6,40.542339,-81.87856
Uniontown,OH,44685,6,40.961206,-81.42516
Mansfield,OH,44905,6,40.773556,-82.47612
Hamilton,OH,45015,6,39.367106,-84.55053
Tipp City,OH,45371,6,39.954239,-84.17685
Dayton,OH,45449,6,39.664226,-84.24201
Franklin Furnace,OH,45629,6,38.653909,-82.82535
Patriot,OH,45658,6,38.766082,-82.41638
Proctorville,OH,45669,6,38.468003,-82.35457
West Union,OH,45693,6,38.795145,-83.54335
Middleport,OH,45760,6,39.006757,-82.08208
Stewart,OH,45778,6,39.341224,-81.88561
Greencastle,IN,46135,6,39.652374,-86.87361
Indianapolis,IN,46235,6,39.835369,-85.98635
South Bend,IN,46613,6,41.654547,-86.25043
Woodburn,IN,46797,6,41.129274,-84.86982
Fort Wayne,IN,46805,6,41.098248,-85.12061
Greensburg,IN,47240,6,39.333248,-85.47579
Brighton,MI,48116,6,42.509476,-83.77718
Newport,MI,48166,6,41.988228,-83.29818
Grand Blanc,MI,48439,6,42.925677,-83.63585
Lapeer,MI,48446,6,43.048777,-83.33073
Lake Odessa,MI,48849,6,42.788151,-85.13565
Barryton,MI,49305,6,43.747406,-85.16304
Howard City,MI,49329,6,43.405689,-85.47744
Montague,MI,49437,6,43.436692,-86.37093
Twin Lake,MI,49457,6,43.360182,-86.18835
Cadillac,MI,49601,6,44.243788,-85.46006
Grayling,MI,49738,6,44.683274,-84.6253
Stevens Point,WI,54482,6,44.57,-89.54
Helena,MT,59602,6,46.696501,-111.96895
Hampshire,IL,60140,6,42.086218,-88.5036
Plainfield,IL,60585,6,41.66,-88.21
Belvidere,IL,61008,6,42.257229,-88.84755
Rockford,IL,61114,6,42.306666,-89.00839
Belleville,IL,62221,6,38.532311,-89.93996
